Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2020-2021,George Washington,Atlantic 10,2,Paz Dozie-Nnamah,Jr,MB,6-1,10,8,39,3,70,55,270,0.056,4,12,25,74,23,NA,8,NA,4.5,86,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Washington,Atlantic 10,3,Bella Bowman,Jr,L,5-7,35,NA,35,NA,0,0,0,NA,25,5,5,159,6,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Washington,Atlantic 10,6,Lauren LaBeck,Jr,S,6-1,4,NA,4,NA,1,1,5,0,9,NA,1,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Washington,Atlantic 10,7,Melody Williams,Jr,MB,5-11,6,1,12,NA,3,6,16,-0.188,NA,4,2,1,1,NA,5,NA,3,9.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Washington,Atlantic 10,9,Heather Merryman,Jr,S,5-8,10,10,39,3,13,5,37,0.216,326,11,13,91,NA,3,12,6,17.5,33,16,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Washington,Atlantic 10,18,Noelle Dwyer,Jr,OH,6-1,5,1,13,NA,3,5,20,-0.1,NA,NA,NA,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,La Salle,Atlantic 10,2,Allison Laucella,Jr,DS,5-5,4,4,16,3,0,0,1,0,NA,4,4,24,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,La Salle,Atlantic 10,4,Sarah Nahas,Jr,S,5-9,8,8,31,5,20,5,63,0.238,333,9,16,89,NA,NA,7,1,6,32.5,10,NA,NA,NA,NA,NA,NA,NA
2020-2021,La Salle,Atlantic 10,11,Elizabeth Osborn,Jr,OH,6-0,8,8,31,5,158,77,428,0.189,7,10,14,71,18,2,7,NA,8,173.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rhode Island,Atlantic 10,4,Abby Fillion,Jr,L/DS,5-8,13,7,45,2,0,0,1,0,10,2,1,80,11,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rhode Island,Atlantic 10,7,Mariah Paulette,Jr,MB,6-2,15,14,51,9,100,33,242,0.277,2,2,10,13,NA,6,29,3,32.5,122.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rhode Island,Atlantic 10,9,Gabrielle Shilling,Jr,OH,6-0,10,7,31,4,55,16,129,0.302,3,1,4,9,NA,3,17,2,14.5,67.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rhode Island,Atlantic 10,12,Tori Britton,Jr,OH,5-11,1,1,3,1,6,4,12,0.167,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rhode Island,Atlantic 10,14,Ella Ratzloff,Jr,L,5-4,15,0,54,NA,0,0,4,0,52,13,12,258,15,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rhode Island,Atlantic 10,20,Zoe Staats,Jr,RS,5-11,9,3,25,1,41,22,100,0.19,1,NA,NA,6,NA,NA,10,NA,8,46,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Louis,Atlantic 10,3,Cayce Chaykowsky,Jr,DS,5-5,41,NA,41,NA,0,0,1,0,7,1,2,44,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Louis,Atlantic 10,9,Emily Imo,Jr,DS,5-5,18,4,66,2,1,1,5,0,35,8,7,246,12,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Louis,Atlantic 10,13,Giovanna Charles,Jr,OH,5-9,22,NA,22,NA,5,4,19,0.053,NA,NA,NA,1,NA,NA,1,NA,1,5.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Louis,Atlantic 10,15,Sara Daniels,Jr,MB,6-2,13,13,49,9,91,37,212,0.255,4,16,22,26,1,6,34,5,34,130,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,VCU,Atlantic 10,6,Alyna Draper,Jr,L,5-6,61,NA,61,NA,2,1,5,0.2,42,7,11,262,29,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,VCU,Atlantic 10,16,Dani Jo David,Jr,S,5-7,15,14,52,4,7,1,19,0.316,289,6,18,89,1,NA,NA,1,NA,13,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,1,Callie Williams,Jr,S,5-9,25,16,91,1,56,10,113,0.407,599,22,33,197,NA,NA,4,4,6,80,8,NA,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,10,Marieke van der Mark,Jr,OPP,6-6,24,21,82,NA,178,73,450,0.233,4,6,13,36,NA,6,60,9,47,220,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,19,Bri Coleman,Jr,OH,6-0,15,3,32,NA,6,5,28,0.036,2,4,7,6,NA,1,6,2,6,14,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,32,Shanel Bramschreiber,Jr,L/DS,5-7,104,NA,104,NA,3,2,9,0.111,117,28,36,377,21,NA,NA,NA,NA,31,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,2,Taylor Baranski,Jr,DS,5-6,15,2,55,NA,1,0,2,0.5,21,7,7,116,14,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,3,Jenna Brandt,Jr,S,5-10,13,11,46,NA,18,11,72,0.097,338,10,11,79,NA,NA,18,NA,9,37,7,0,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,5,Brooke Andersen,Jr,OH,6-0,14,14,56,NA,151,72,473,0.167,9,11,29,120,12,2,28,5,21,178,NA,0,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,6,Eleanor Holthaus,Jr,RS,6-1,20,20,78,NA,251,87,628,0.261,26,8,24,157,21,5,37,2,25.5,282.5,2,0,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,15,Avery Rhodes,Jr,MB,6-2,12,10,43,NA,86,33,206,0.257,6,2,3,13,NA,1,26,6,20,102,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas,Big 12,2,Rachel Langs,Jr,MB,6-3,22,20,77,1,111,39,250,0.288,4,NA,NA,9,NA,4,61,4,38.5,145.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas,Big 12,8,Anezka Szabo,Jr,OH,6-3,22,17,82,1,160,66,426,0.221,5,NA,1,59,NA,6,48,4,35.5,190,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas,Big 12,15,Audri Suter,Jr,L/DS,5-4,15,NA,15,NA,0,0,0,NA,NA,1,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas,Big 12,16,Lacey Angello,Jr,L/DS,5-8,20,3,67,NA,3,0,6,0.5,17,7,9,129,9,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas,Big 12,20,Paige Shaw,Jr,OH,6-0,6,NA,6,NA,11,5,25,0.24,1,1,1,1,1,NA,1,NA,0.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,6,Jacque Smith,Jr,L/DS,5-7,21,3,84,NA,0,0,1,0,25,15,19,173,22,NA,NA,NA,NA,15,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,14,Megan Vernon,Jr,MB,6-2,9,7,26,NA,26,8,60,0.3,3,NA,NA,11,NA,NA,19,2,11.5,35.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,17,Brynn Carlson,Jr,OH,6-4,17,6,56,NA,153,55,468,0.209,3,NA,NA,22,3,NA,17,4,12.5,161.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Oklahoma,Big 12,16,Sabrina Simms,Jr,OH,6-0,9,NA,9,NA,3,3,19,0,NA,NA,NA,1,NA,NA,9,NA,4.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Oklahoma,Big 12,21,Aysia Harty,Jr,DS,5-7,15,4,47,NA,0,0,0,NA,4,2,18,70,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,TCU,Big 12,11,Katie Clark,Jr,MB,6-3,18,16,69,NA,179,87,411,0.224,1,2,20,24,2,4,52,5,35,211,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,TCU,Big 12,21,Ashley Wehrstein,Jr,L/DS,5-5,17,5,60,NA,0,0,1,0,9,9,14,91,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas,Big 12,2,Jhenna Gabriel,Jr,S,5-8,29,29,102,NA,16,18,74,-0.027,1155,12,47,222,NA,2,29,11,27.5,44.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas,Big 12,8,Sydney Petersen,Jr,L,5-4,29,3,100,NA,0,0,2,0,20,16,22,175,13,NA,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas,Big 12,10,Brionne Butler,Jr,MB,6-4,29,29,99,NA,213,35,414,0.43,NA,NA,NA,16,1,11,136,12,91,292,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas,Big 12,33,Logan Eggleston,Jr,OH,6-2,29,29,101,NA,468,109,1117,0.321,12,48,74,233,27,4,51,4,33.5,545.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,0,Katy Northcut,Jr,L/DS,5-4,15,3,51,NA,2,0,3,0.667,16,6,16,102,13,NA,NA,NA,NA,8,1,0,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,10,Kiari Gier,Jr,L/DS,5-4,14,3,40,NA,4,0,4,1,4,2,4,55,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,13,Alex Kirby,Jr,S,6-0,18,18,71,NA,62,9,150,0.353,715,14,12,167,NA,1,27,3,17.5,90.5,8,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,14,Tatum Rohme,Jr,S,6-1,2,NA,2,NA,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,15,Audrey Smith,Jr,DS,5-7,1,NA,1,NA,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,19,Karrington Jones,Jr,MB,6-0,5,4,19,NA,22,11,52,0.212,1,1,1,10,NA,4,22,1,16,38,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,21,Brooke Kanas,Jr,RS,6-2,20,13,73,NA,166,76,415,0.217,1,3,6,22,1,1,33,4,21.5,186.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,2,Kristin Lux,Jr,OH,6-1,20,15,80,4,234,143,718,0.127,2,10,17,78,5,2,35,2,25.5,263.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,3,Marielena Somoza,Jr,DS,5-10,63,NA,63,NA,0,0,0,NA,6,8,6,24,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,6,Lacey Zerwas,Jr,S,6-0,21,21,86,4,32,11,109,0.193,837,10,11,163,1,1,39,1,26.5,62.5,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,17,Natali Petrova,Jr,OH,6-2,16,13,67,1,179,113,567,0.116,12,12,18,157,7,5,22,1,17,207,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,2,Maria Schorr,Jr,S,5-9,5,2,15,1,3,1,12,0.167,81,1,6,23,NA,NA,2,1,1.5,5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,3,Jillian Ziemba,Jr,L/DS,5-8,13,1,34,NA,0,1,8,-0.125,4,5,4,45,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,16,Melody Davidson,Jr,MB,6-2,14,13,54,5,140,43,357,0.272,1,NA,4,19,NA,8,46,NA,40,171,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,7,Jaela Zimmerman,Jr,OH,6-2,15,13,58,9,200,69,542,0.242,19,15,7,157,22,2,29,2,30.5,231.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,11,Annika Welty,Jr,MB,6-3,16,8,54,4,111,45,258,0.256,2,NA,1,13,NA,NA,45,3,40,133.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,DePaul,Big East,1,Donna Brown,Jr,MH,6-2,11,11,45,2,72,30,160,0.263,1,10,5,21,NA,15,33,8,39.5,113.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,DePaul,Big East,14,Molly Murrihy,Jr,S,6-0,11,6,45,1,2,1,16,0.063,238,9,10,61,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA
2020-2021,DePaul,Big East,17,Allison Dennemann,Jr,OH,5-10,8,3,26,NA,42,36,153,0.039,2,1,1,48,3,1,2,1,2.5,45,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,DePaul,Big East,21,Meredith Wallace,Jr,OH,6-1,6,4,24,1,35,21,118,0.119,NA,NA,2,18,2,NA,10,4,8,40,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,1,Claire Mosher,Jr,S,-,14,13,51,3,2,0,21,0.095,280,4,14,102,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,15,Ellie Koontz,Jr,OH,6-1,13,NA,13,NA,8,1,17,0.412,NA,NA,NA,2,NA,NA,1,NA,0.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,17,Katie Schoessow,Jr,DS,-,14,0,51,NA,1,1,12,0,49,12,16,226,14,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,21,Breyan Ashley,Jr,OH,5-11,8,2,17,NA,9,13,46,-0.087,NA,1,1,9,6,1,1,1,2.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,8,Natalie Benson,Jr,DS,5-5,40,NA,40,NA,1,0,1,1,7,11,10,64,10,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,11,Mackenzie Taylor,Jr,DS,5-5,41,NA,41,NA,0,0,3,0,36,17,18,125,11,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,15,Emma Fink,Jr,OPP,6-1,10,7,32,2,64,19,170,0.265,1,NA,1,16,NA,3,18,NA,14.5,76,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seton Hall,Big East,1,Eden Dolezal,Jr,L,5-6,9,1,33,NA,1,0,4,0.25,2,3,1,52,4,NA,1,NA,0.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seton Hall,Big East,11,Madison Frusha,Jr,MB,6-0,10,9,41,4,33,16,96,0.177,NA,NA,NA,3,NA,10,33,5,35.5,59.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seton Hall,Big East,15,Emilee Turner,Jr,RS,6-4,11,9,43,4,98,28,241,0.29,3,NA,1,13,NA,4,34,2,29,119,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,1,Sheena Yoshioka,Jr,L/DS,5-3,14,1,45,1,0,0,2,0,10,5,4,77,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,6,Efrosini Alexakou,Jr,OH,6-1,13,13,47,9,197,94,491,0.21,8,5,18,129,16,2,19,1,18.5,213.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,8,Laura De Pra,Jr,S,6-0,9,NA,9,NA,0,0,1,0,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,18,Rachele Rastelli,Jr,RS,6-4,14,13,51,9,212,54,465,0.34,4,13,21,59,NA,2,42,5,37,248,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,19,Ariadni Kathariou,Jr,MB,6-1,14,13,48,10,60,12,128,0.375,8,9,5,26,NA,4,56,8,55,101,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,28,Jovana Askovic,Jr,OH,6-4,13,NA,13,NA,16,7,51,0.176,1,NA,NA,4,NA,NA,3,NA,3,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,4,Caylee Parker,Jr,OH,5-11,10,10,39,6,143,57,403,0.213,6,11,11,103,5,6,14,8,23,167,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,6,Kennadie Jake-Turner,Jr,MB,6-0,11,11,39,7,78,31,187,0.251,2,13,19,36,1,1,29,9,27,106.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,16,Klaudia Sowizral,Jr,RS,6-3,11,NA,11,NA,3,6,23,-0.13,NA,NA,NA,7,NA,NA,4,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,1,Sophia Howling,Jr,MH,6-2,8,8,30,6,77,25,158,0.329,NA,1,4,6,1,6,28,NA,31.5,98,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,5,Anna Morse,Jr,L/DS,5-5,3,NA,3,NA,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,12,Sanaa Barnes,Jr,RS,5-9,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,16,Olivia Brown,Jr,MB,6-4,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,24,Emily Curtis,Jr,S,5-8,12,NA,12,NA,0,0,0,NA,NA,2,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,33,Clare Delaplane,Jr,OH,5-11,10,9,42,7,94,44,298,0.168,8,12,22,125,19,1,12,NA,12,113,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,1,Mackenzie Mangette,Jr,OH,6-1,4,NA,4,NA,3,4,16,-0.063,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,9,Kelly Franxman,Jr,OH,6-0,14,14,59,9,128,73,428,0.129,28,18,20,170,26,NA,13,NA,10.5,152.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,11,Ellie Chaffee,Jr,MB,6-1,14,11,53,7,90,21,220,0.314,2,13,17,30,NA,4,30,4,30,122,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,14,Jayda Carlton,Jr,MB,5-11,10,3,22,2,18,9,52,0.173,3,1,NA,5,NA,1,18,3,16,29,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,17,Norah Painter,Jr,OH,6-0,14,2,43,1,110,42,268,0.254,1,2,2,22,4,NA,16,NA,11.5,120,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,18,Lauren Hanlon,Jr,RS,6-1,8,6,22,3,44,14,113,0.265,1,NA,NA,6,NA,1,8,2,6.5,49,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,6,Ashlyn Blotzer,Jr,MB,6-0,18,18,75,NA,165,46,418,0.285,1,8,18,27,NA,9,43,14,44.5,203.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,15,McKenna Russell,Jr,MB,6-0,7,2,18,NA,24,7,75,0.227,3,2,2,7,NA,2,10,3,10,33,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,17,Lindsey Russell,Jr,S,6-1,12,9,42,NA,10,3,59,0.119,290,4,8,103,NA,NA,8,5,9,18,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,3,Becca Owen,Jr,DS,5-5,15,2,60,NA,1,1,11,0,23,7,10,179,12,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,13,Rachel Mills,Jr,OH,6-1,14,NA,14,NA,8,3,38,0.132,1,NA,NA,2,NA,NA,3,NA,1.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,15,Nicole Ball,Jr,MB,6-3,11,11,47,NA,93,29,202,0.317,2,NA,3,11,NA,12,54,NA,39,132,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,17,Kennedy Warren,Jr,MB,6-0,17,17,72,NA,239,87,655,0.232,6,16,20,142,16,7,52,1,34,288,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho St.,Big Sky,1,Sean Garvin,Jr,S,5-9,8,1,22,NA,2,1,7,0.143,71,1,5,25,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho St.,Big Sky,6,Raegan Kunz,Jr,OH,6-0,18,11,69,NA,124,63,374,0.163,4,10,16,59,1,2,40,6,28,156,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho St.,Big Sky,7,Sadie Gardner,Jr,OH,5-10,17,16,66,NA,161,73,604,0.146,16,17,16,155,18,2,18,3,14,189,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho St.,Big Sky,11,Kaia Rhodes,Jr,MB,6-0,18,18,71,NA,89,42,253,0.186,3,NA,NA,17,NA,8,47,3,34.5,120.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho St.,Big Sky,13,Mahala Bradburn,Jr,L/DS,5-4,18,0,70,NA,1,2,13,-0.077,16,11,17,170,26,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,1,Sarina Moreno,Jr,L/DS,5-7,51,NA,51,NA,1,0,5,0.2,25,7,16,206,16,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,22,Jordyn Schuette,Jr,S,6-0,3,NA,3,NA,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,2,Emma West,Jr,OH,6-3,3,NA,3,NA,1,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,11,Allie Lynch,Jr,S,5-10,15,5,61,NA,8,4,42,0.095,269,10,21,87,1,NA,NA,NA,NA,18,8,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,14,Susanna Sovde,Jr,MB,6-2,11,2,43,NA,42,18,105,0.229,4,NA,NA,4,NA,3,25,1,16.5,57.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Ariz.,Big Sky,6,Ryann Davis,Jr,OPP,6-2,16,16,61,NA,99,29,364,0.192,11,NA,NA,33,NA,NA,32,3,19,115,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Ariz.,Big Sky,8,Aubrea Banfield,Jr,S,5-9,16,16,61,NA,5,2,35,0.086,322,15,30,114,NA,NA,NA,NA,NA,20,5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,2,Laura Katarzynski,Jr,DS,5-8,19,12,68,NA,0,4,18,-0.222,22,32,29,161,16,NA,1,NA,0.5,32.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,4,Kyndall Feather,Jr,DS,5-6,70,NA,70,NA,3,1,13,0.154,43,30,25,294,10,NA,NA,NA,NA,33,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,16,Kailey Jo Ince,Jr,OH,6-1,19,7,65,NA,157,94,482,0.131,4,1,1,33,2,5,16,7,20,171,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,1,Jordan White,Jr,MB,6-0,8,1,16,NA,6,5,24,0.042,1,NA,NA,2,NA,2,9,3,9.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,4,Ally Wada,Jr,S,5-8,17,15,64,NA,14,4,56,0.179,532,8,10,169,NA,2,6,5,10,27,13,NA,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,10,Zoe McBride,Jr,OH,6-0,18,12,60,NA,105,69,386,0.093,18,13,10,159,22,NA,18,4,13,127,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,15,Parker Webb,Jr,OH,6-1,17,14,67,NA,161,51,544,0.202,15,22,13,159,9,1,43,8,30.5,205.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,23,Megan Sester,Jr,OH,6-1,13,6,41,NA,118,53,307,0.212,NA,1,4,27,4,4,11,5,14.5,128.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,5,Paige Calvin,Jr,DS,5-7,38,NA,38,NA,1,0,2,0.5,1,4,10,14,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,10,Ashtin Olin,Jr,S,5-11,17,14,63,NA,14,3,36,0.306,411,19,24,148,2,NA,13,NA,6.5,39.5,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,14,Sarah Falk,Jr,MB,6-1,17,16,53,NA,57,17,145,0.276,1,NA,NA,6,1,6,51,5,36.5,88.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,15,Claudia Wilson,Jr,OH,6-2,6,1,10,NA,3,5,16,-0.125,NA,1,NA,5,1,NA,2,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Southern Utah,Big Sky,8,Corrin Peterson,Jr,S,5-8,16,16,61,NA,23,5,75,0.24,529,11,15,141,NA,2,17,1,11.5,44.5,16,NA,NA,NA,NA,NA,NA,NA
2020-2021,Southern Utah,Big Sky,13,Andreanna McKee,Jr,OH,6-1,17,17,64,NA,173,94,548,0.144,1,16,30,47,10,1,23,NA,12.5,201.5,2,NA,NA,NA,NA,NA,NA,NA
