Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School
2020-2021,Duquesne,Atlantic 10,4,Morgan Kelly,So,OH,6-3,7,7,23,1,68,39,249,0.116,1,3,3,15,3,1,8,NA,6,76,NA,NA,NA,NA,NA,NA,NA
2020-2021,Duquesne,Atlantic 10,11,Hailey Poling,So,S,5-8,9,9,28,1,16,6,47,0.213,209,7,4,54,NA,1,15,3,11.5,31.5,5,NA,NA,NA,NA,NA,NA
2020-2021,Duquesne,Atlantic 10,12,Ashley Larson,So,OH,5-10,29,NA,29,NA,0,1,4,-0.25,16,6,7,96,21,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,Duquesne,Atlantic 10,14,Anita Parrott,So,MH,6-1,9,8,28,1,34,14,79,0.253,1,NA,NA,9,NA,5,26,4,22.5,52,NA,NA,NA,NA,NA,NA,NA
2020-2021,Fordham,Atlantic 10,2,Megan Brzozowski,So,S,5-10,10,10,36,3,21,14,63,0.111,338,9,15,105,NA,1,24,1,14,43,6,NA,NA,NA,NA,NA,NA
2020-2021,Fordham,Atlantic 10,6,Mallory Lipski,So,L,5-8,9,0,32,NA,0,2,2,-1,25,9,2,170,12,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
2020-2021,Fordham,Atlantic 10,7,Aria De La Rosa,So,MB,6-2,10,9,33,2,48,21,131,0.206,1,NA,1,4,NA,3,23,2,18.5,62.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Fordham,Atlantic 10,10,Chloe Pejouan,So,MB,6-3,6,2,11,1,4,8,27,-0.148,NA,NA,NA,NA,NA,3,9,NA,7.5,11.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Fordham,Atlantic 10,12,Aneliesa Cartledge,So,S,5-9,10,0,34,NA,0,0,0,NA,2,6,8,8,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Mason,Atlantic 10,4,Christina Walker,So,OH,6-2,13,9,46,1,67,24,222,0.194,NA,NA,1,23,4,1,21,4,16.5,78.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Mason,Atlantic 10,6,Marley Willard,So,L,5-4,15,4,48,2,0,1,1,-1,2,10,11,67,16,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Mason,Atlantic 10,13,Jewel Clark,So,MB,6-0,8,8,29,3,55,29,153,0.17,3,5,1,10,1,3,12,2,12,69,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Mason,Atlantic 10,18,Stephanie Der,So,L,5-3,15,1,57,1,0,0,1,0,20,14,4,177,16,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Mason,Atlantic 10,23,Yanira Lopez-Barahona,So,OH,5-9,7,5,23,2,65,30,195,0.179,4,2,2,57,7,1,5,NA,4.5,70.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,George Washington,Atlantic 10,8,Sarah Pintel,So,OH,6-5,5,1,18,NA,50,22,163,0.172,NA,NA,NA,11,4,NA,3,NA,1.5,51.5,1,NA,NA,NA,NA,NA,NA
2020-2021,La Salle,Atlantic 10,8,Sydney Stone,So,OH,6-0,8,8,31,5,74,49,270,0.093,2,10,11,70,1,NA,5,2,5.5,86.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rhode Island,Atlantic 10,2,Claire Wagner,So,OH,5-10,11,6,34,2,70,36,218,0.156,8,8,9,73,9,NA,10,1,9,83,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rhode Island,Atlantic 10,8,Adel Gage,So,S,5-8,13,0,41,NA,1,0,2,0.5,98,12,8,69,1,NA,1,NA,1,13.5,3,NA,NA,NA,NA,NA,NA
2020-2021,Saint Louis,Atlantic 10,5,Lily Welti,So,OH,5-9,10,1,18,1,30,20,86,0.116,1,NA,1,16,2,2,1,1,3.5,32.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Louis,Atlantic 10,7,Margaret Mahlke,So,OH,6-1,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Louis,Atlantic 10,10,Eva Athanasiadou,So,S,5-8,13,NA,13,NA,0,0,0,NA,15,1,2,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,VCU,Atlantic 10,11,Qairo Bentley,So,OH,6-0,18,18,61,5,175,78,513,0.189,11,13,8,170,33,NA,31,2,21,203.5,3,NA,NA,NA,NA,NA,NA
2020-2021,VCU,Atlantic 10,17,Sabria Cooper,So,MB,6-2,18,8,55,4,95,39,268,0.209,2,NA,1,24,NA,1,29,2,21,110.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,3,Emily Van Slate,So,L/DS,5-7,27,2,104,1,3,1,14,0.143,35,15,37,230,16,NA,1,NA,0.5,18.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,4,KJ Johnson,So,OH,5-9,15,3,31,NA,33,26,106,0.066,1,NA,NA,7,1,1,14,3,11,41,NA,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,16,AJ Koele,So,OPP,6-1,30,NA,30,NA,5,7,22,-0.091,7,NA,1,4,NA,1,5,NA,3.5,8.5,1,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,17,Kara McGhee,So,MB,6-5,27,27,102,1,172,53,395,0.301,10,5,29,41,NA,10,117,12,82.5,245.5,5,NA,NA,NA,NA,NA,NA
2020-2021,Baylor,Big 12,31,Lauren Harrison,So,OH,6-0,25,4,96,1,305,113,739,0.26,4,3,9,51,13,2,47,4,30.5,333.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,1,Kenzie Mantz,So,RS,6-2,15,6,33,NA,79,39,200,0.2,1,NA,NA,3,NA,NA,11,3,8.5,84.5,1,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,8,Michal Schuler,So,OH,6-0,6,1,26,NA,12,7,43,0.116,4,NA,1,32,5,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,9,Annie Hatch,So,OH,6-1,20,14,78,NA,173,87,582,0.148,5,19,31,128,7,4,18,2,15,205,NA,0,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,10,Kate Shannon,So,DS,5-7,22,NA,22,NA,0,0,0,NA,1,7,10,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
2020-2021,Iowa St.,Big 12,14,Jaiden Centeno,So,DS,5-7,14,3,38,NA,0,0,2,0,2,NA,2,42,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas,Big 12,1,Kennedy Farris,So,L/DS,5-7,22,4,84,1,0,1,8,-0.125,53,15,19,285,12,NA,NA,NA,NA,15,2,NA,NA,NA,NA,NA,NA
2020-2021,Kansas,Big 12,5,Gracie Van Driel,So,MB,6-1,10,2,17,NA,13,5,43,0.186,1,1,NA,2,NA,1,5,NA,4,17.5,1,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,1,Teana Adams-Kaonohi,So,S,6-1,13,6,40,NA,12,4,41,0.195,346,5,14,65,1,NA,13,2,8.5,23.5,6,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,5,Kayley Hollywood,So,MB,6-5,3,1,6,NA,7,3,19,0.211,NA,1,1,2,NA,NA,2,NA,1,9,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,9,Abigail Archibong,So,MB,6-1,15,13,57,NA,85,30,168,0.327,3,NA,NA,17,NA,4,58,7,40,118,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,12,Loren Hinkle,So,L/DS,5-9,21,10,84,NA,0,0,4,0,25,20,31,154,13,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,15,Holly Bonde,So,OH,6-2,21,19,85,NA,143,65,440,0.177,4,5,11,55,NA,3,46,3,29,174,NA,NA,NA,NA,NA,NA,NA
2020-2021,Kansas St.,Big 12,16,Dru Kuck,So,L/DS,5-5,15,7,59,NA,2,1,3,0.333,17,9,15,120,13,NA,NA,NA,NA,11,2,NA,NA,NA,NA,NA,NA
2020-2021,Oklahoma,Big 12,6,Sanaa Dotson,So,OH,6-0,18,12,64,NA,215,96,560,0.213,2,6,35,81,22,1,26,1,15,235,NA,NA,NA,NA,NA,NA,NA
2020-2021,Oklahoma,Big 12,8,Olivia Curtis,So,OH,5-11,18,5,61,NA,18,5,46,0.283,246,14,11,78,7,1,10,1,7,38,12,NA,NA,NA,NA,NA,NA
2020-2021,Oklahoma,Big 12,12,Abby Butler,So,MB,6-5,10,7,29,NA,4,1,20,0.15,1,NA,NA,2,NA,2,26,NA,15,19,NA,NA,NA,NA,NA,NA,NA
2020-2021,Oklahoma,Big 12,20,Grace Talpash,So,S,5-7,17,12,52,NA,15,5,43,0.233,285,8,14,73,NA,NA,7,2,5.5,26.5,28,NA,NA,NA,NA,NA,NA
2020-2021,TCU,Big 12,3,Mykayla Myers,So,MB,6-0,21,20,78,NA,154,46,337,0.32,1,6,15,22,1,7,53,3,36.5,193.5,2,NA,NA,NA,NA,NA,NA
2020-2021,TCU,Big 12,12,Julia Adams,So,OH,6-3,19,17,71,NA,238,117,739,0.164,2,8,21,64,11,4,18,NA,13,259,NA,NA,NA,NA,NA,NA,NA
2020-2021,TCU,Big 12,13,Bella Swafford,So,L/DS,5-8,14,2,42,NA,1,0,2,0.5,2,NA,NA,45,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,TCU,Big 12,14,McKenzie Nichols,So,S,5-10,20,20,77,NA,25,12,100,0.13,778,12,32,142,1,1,21,1,12.5,48.5,5,NA,NA,NA,NA,NA,NA
2020-2021,TCU,Big 12,15,Audrey Nalls,So,OH,6-1,14,6,53,NA,84,67,314,0.054,2,1,2,25,3,2,25,2,16.5,99.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,TCU,Big 12,19,Afedo Manyang,So,MB,6-3,19,10,72,NA,182,90,450,0.204,2,1,1,26,1,2,35,7,26.5,202.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas,Big 12,5,Skylar Fields,So,OPP,6-2,29,10,101,NA,327,71,774,0.331,2,1,4,46,3,3,60,3,36,361,1,NA,NA,NA,NA,NA,NA
2020-2021,Texas,Big 12,7,Asjia O'Neal,So,MB,6-3,29,28,100,NA,222,46,428,0.411,3,18,38,45,2,14,99,9,72.5,303.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas,Big 12,15,Molly Phillips,So,MB,6-5,29,19,87,NA,152,38,329,0.347,2,NA,3,33,1,2,86,2,47,197,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,3,Caitlin Dugan,So,OH,6-1,18,12,73,NA,197,66,513,0.255,8,5,32,62,6,3,49,2,29.5,229.5,3,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,4,Lindsey Dodson,So,DS,5-6,18,7,70,NA,2,2,10,0,40,18,27,191,14,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,6,Audrey Tuttle,So,DS,5-10,22,NA,22,NA,2,0,4,0.5,2,2,1,12,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,7,Lauren Dodson,So,DS,5-6,3,NA,3,NA,1,0,3,0.333,1,NA,3,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,12,Cadi Boyer,So,MB,6-3,13,11,45,NA,61,23,139,0.273,3,NA,NA,11,NA,6,34,2,25,84,NA,NA,NA,NA,NA,NA,NA
2020-2021,Texas Tech,Big 12,17,Reagan Cooper,So,OH,6-1,17,8,56,NA,132,43,378,0.235,4,1,3,15,NA,4,22,1,16,148,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,1,Natalie Winter,So,DS,5-9,18,4,49,NA,15,8,58,0.121,3,7,16,71,6,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,13,Emmy Ogogor,So,MB,6-1,18,8,67,3,120,68,280,0.186,1,NA,NA,10,NA,4,35,1,24,141.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,5,Jaymeson Kinley,So,L,5-4,48,NA,48,NA,4,5,13,-0.077,38,12,15,226,12,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,7,Brittany Robinson,So,OH,6-1,14,13,53,5,175,86,541,0.165,9,6,4,91,10,3,24,2,22,196,NA,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,9,Elana Brueggemann,So,OH,6-0,12,1,32,1,72,47,220,0.114,NA,NA,NA,22,2,NA,13,NA,10,78.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,10,Funmi Oladapo,So,MB,6-2,10,5,22,1,20,12,70,0.114,NA,4,5,2,NA,NA,19,2,11,33.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,11,Marisa Guisti,So,MB,6-1,14,10,46,3,60,31,233,0.124,1,6,4,67,3,3,16,2,14,77,1,NA,NA,NA,NA,NA,NA
2020-2021,Butler,Big East,13,Megan Sheridan,So,OH,6-1,13,4,37,2,48,35,221,0.059,2,NA,1,29,1,1,10,1,10,54,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,3,Ally Van Eekeren,So,S,6-0,16,10,62,5,15,10,51,0.098,358,15,23,90,NA,NA,9,2,10.5,34.5,1,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,6,Keeley Davis,So,OH,6-0,15,15,58,11,175,81,495,0.19,12,15,26,156,25,2,28,1,27,206,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,9,Kiana Schmitt,So,MB,6-2,14,4,50,4,73,27,154,0.299,1,NA,1,16,NA,1,29,3,26,88.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,16,Emily Bressman,So,DS,5-10,9,1,19,NA,17,8,47,0.191,2,4,1,12,3,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,17,Makenna Krause,So,DS,5-6,10,NA,10,NA,0,0,0,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,DePaul,Big East,11,Bailey Nelson,So,RS,6-1,10,3,39,1,79,37,219,0.192,2,NA,NA,11,NA,2,21,3,16,91.5,1,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,2,Hannah Vanden Berg,So,OH,6-2,14,12,51,4,124,47,360,0.214,2,9,11,65,8,4,17,5,18.5,145.5,1,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,5,Caroline Dragani,So,S,5-11,4,0,4,NA,0,0,0,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,6,Megan Lund,So,DS,5-11,5,0,6,NA,0,1,1,-1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,13,Claire Nuessmeier,So,MB,6-2,14,14,51,4,67,19,163,0.294,3,NA,NA,8,NA,6,33,5,27,89.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,14,Carly Skrabak,So,DS,5-6,14,0,49,NA,0,1,4,-0.25,14,3,NA,74,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,1,Sasha Rudich,So,MB,6-1,10,8,35,1,58,21,150,0.247,NA,NA,1,5,NA,2,25,1,16,72.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,4,Jennifer Leitman,So,OH,6-1,10,10,40,2,124,65,380,0.155,10,8,15,80,17,3,10,1,9,140,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,7,Brielle Mullally,So,S,6-0,1,NA,1,NA,0,0,0,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,9,Addison Witte,So,OH,6-0,5,2,16,NA,16,12,59,0.068,2,NA,NA,4,NA,1,10,3,10.5,22,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,10,Emma Nelson,So,OH,6-1,10,7,41,1,128,59,305,0.226,NA,NA,2,10,5,1,17,1,10.5,137.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,13,Caroline LaMacchia,So,DS,5-4,10,3,41,1,0,0,3,0,7,6,9,86,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,18,Elena Leontaridou,So,MB,6-2,8,8,31,2,41,19,106,0.208,6,4,12,8,1,4,30,2,24,64,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seton Hall,Big East,5,Jennifer Giron,So,RS,5-10,8,NA,8,NA,0,1,3,-0.333,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seton Hall,Big East,8,Reagan Hopp,So,OH,5-11,8,2,19,1,30,6,75,0.32,4,NA,1,11,6,NA,1,1,1.5,30.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seton Hall,Big East,13,Raygan Murray,So,L/DS,5-5,44,NA,44,NA,1,0,5,0.2,28,8,6,196,12,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seton Hall,Big East,17,Julia Wilkins,So,OH,6-0,10,8,37,2,46,17,117,0.248,1,9,10,14,NA,NA,30,NA,17.5,70,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,2,Iliana Rodriguez,So,L/DS,5-5,14,1,50,1,1,0,3,0.333,27,19,21,190,26,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,25,Mimi Larry,So,DS,5-6,6,NA,6,NA,0,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,1,Madi Whitmire,So,S,5-10,10,3,35,NA,10,2,29,0.276,192,14,15,50,NA,NA,4,NA,2,26,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,2,Mia Ruffolo,So,L/DS,5-6,9,2,32,2,0,0,2,0,10,6,8,77,7,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,17,Allie Garland,So,MB,6-1,11,6,41,3,76,24,198,0.263,3,3,8,25,NA,1,32,9,30,96,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,23,Jasmine Davis,So,OH,6-1,9,7,33,4,65,30,204,0.172,3,7,7,67,17,NA,9,2,8.5,76.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,27,Aset Baker-Falealili,So,L/DS,5-7,34,NA,34,NA,0,0,2,0,25,3,12,132,13,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,7,Maddie Schieder,So,DS,5-4,33,NA,33,NA,0,0,1,0,6,4,12,24,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,13,Belle Morgan,So,S,6-1,10,10,40,8,22,5,47,0.362,328,10,15,40,NA,NA,19,1,17.5,41.5,6,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,17,Kathleen Johnson,So,MH,5-11,4,3,15,3,31,16,82,0.183,NA,NA,2,8,NA,NA,3,NA,3,32.5,1,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,3,MaryAnn O'Toole,So,OH,6-0,14,12,59,8,110,46,372,0.172,18,7,6,188,14,3,6,NA,7,123,1,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,6,Carrigan O'Reilly,So,S,5-11,14,14,59,9,69,21,228,0.211,631,7,12,146,NA,4,25,NA,24,92.5,6,1,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,7,Alyssa Overbeck,So,L,5-5,59,NA,59,NA,0,0,4,0,33,12,10,267,16,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,16,Hayley Heitmeyer,So,MB,6-3,1,NA,1,NA,0,1,1,-1,NA,NA,NA,NA,NA,NA,1,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,5,Renata Lopez Morales,So,OH,6-1,18,17,68,NA,83,32,249,0.205,3,7,6,41,3,10,33,10,36.5,116.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,10,Maya McClellan,So,OH,5-10,18,8,69,NA,170,90,514,0.156,2,1,5,43,5,2,17,5,15.5,181.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,13,Leah McAdams,So,RS,6-1,5,NA,5,NA,2,3,9,-0.111,NA,NA,NA,1,NA,1,1,1,2.5,3.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,14,Sophia Spoja,So,OH,6-0,1,1,4,NA,2,5,10,-0.3,3,1,3,1,2,NA,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,22,Ehu Keala,So,RS,6-3,17,14,60,NA,90,49,355,0.115,2,2,9,87,15,6,20,8,24,108,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,5,Hailey Pelton,So,S,6-0,5,2,13,NA,3,1,9,0.222,47,NA,NA,13,NA,NA,4,NA,2,5,3,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,10,Allison Munday,So,OH,6-0,17,16,72,NA,151,65,461,0.187,2,3,7,83,4,6,57,2,36.5,188.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,12,Alaina Lacey,So,L,5-7,17,1,71,NA,1,1,18,0,33,18,16,253,20,NA,NA,NA,NA,19,2,NA,NA,NA,NA,NA,NA
2020-2021,Idaho St.,Big Sky,2,Andri Dewey,So,S,5-4,18,17,71,NA,30,9,128,0.164,531,31,48,145,NA,4,24,NA,16,77,9,NA,NA,NA,NA,NA,NA
2020-2021,Idaho St.,Big Sky,4,Danielle Devlin,So,OPP,6-0,18,4,65,NA,54,20,144,0.236,4,11,10,50,1,1,9,NA,5.5,70.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,7,Isabelle Garrido,So,L/DS,5-3,8,3,31,NA,1,0,4,0.25,2,1,2,51,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,8,Elsa Godwin,So,OH,5-10,16,13,66,NA,50,49,208,0.005,10,18,13,157,15,NA,17,2,10.5,76.5,2,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,9,Amethyst Harper,So,OH,5-10,16,16,66,NA,172,93,561,0.141,13,8,25,189,26,8,24,3,23,200,1,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,15,Kelly Horning,So,MB,6-1,1,NA,1,NA,0,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,16,Catie Semadeni,So,OH,6-1,10,2,26,NA,22,21,94,0.011,1,NA,NA,11,1,NA,9,1,5.5,26.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,21,Kelsey Nestegard,So,DS,5-9,22,NA,22,NA,0,0,0,NA,NA,3,4,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,6,Kira Thomsen,So,OH,5-10,15,15,61,NA,215,95,564,0.213,8,21,16,180,20,NA,19,2,11.5,245.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,12,Emma Pence,So,MB,6-2,15,10,61,NA,109,28,257,0.315,7,NA,NA,10,NA,7,76,4,49,154,1,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,15,Kaycee O'Dell,So,MB,6-2,2,2,6,NA,13,3,24,0.417,1,NA,NA,1,NA,1,10,NA,6,19,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Ariz.,Big Sky,4,Taylor Jacobsen,So,OH,6-1,16,16,61,NA,240,78,628,0.258,14,13,31,179,22,5,22,6,22,269,1,NA,NA,NA,NA,NA,NA
2020-2021,Northern Ariz.,Big Sky,5,Jasmine West,So,DS,5-7,3,NA,3,NA,0,1,1,-1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Ariz.,Big Sky,10,Neche Newton,So,MB,5-11,14,14,54,NA,43,12,105,0.295,1,2,9,10,NA,6,35,10,33.5,68.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,8,Michaela Boon,So,DS,5-6,13,1,48,NA,0,0,3,0,5,18,13,84,6,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,13,Makenzie Harris,So,OH,6-0,22,NA,22,NA,33,13,75,0.267,NA,NA,1,8,NA,2,2,NA,3,36,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,14,Cece Huhn,So,MB,6-2,18,18,60,NA,79,38,186,0.22,2,NA,NA,8,1,4,54,5,36,110,1,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,2,Kylie Komo,So,DS,5-5,7,NA,7,NA,0,0,0,NA,1,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,6,Jasmine Powell,So,OH,5-10,12,8,42,NA,104,52,314,0.166,7,6,11,97,10,2,10,1,8,117,1,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,11,Ellie Snook,So,L,5-7,75,NA,75,NA,1,3,13,-0.154,89,18,15,380,31,NA,NA,NA,NA,19,4,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,12,Julia Haynie,So,MB,6-2,18,18,71,NA,95,36,226,0.261,5,8,7,24,1,5,42,2,28,129,1,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,24,Sophia Tuliau,So,OH,6-0,10,1,17,NA,4,1,6,0.5,NA,7,6,4,NA,NA,3,NA,1.5,12.5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,1,McKenna Smith,So,S,5-9,15,3,53,NA,5,2,27,0.111,218,13,15,73,NA,NA,NA,NA,NA,18,2,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,7,Caty Cordano,So,DS,5-3,63,NA,63,NA,0,2,10,-0.2,53,13,22,325,23,NA,1,NA,0.5,13.5,2,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,17,Tiyanane Kamba-Griffin,So,MB,5-11,17,NA,17,NA,11,8,37,0.081,1,NA,NA,6,NA,NA,9,1,5.5,15.5,NA,NA,NA,NA,NA,NA,NA
